Vc,Vt,Vh,dLat,dLong,Alleged
0.55,1,0.025,0.01325,0.03775,1
0.55,1,0.025,0.01325,0.05,1
0.55,1,0.025,0.0255,0.001,1
0.55,1,0.025,0.0255,0.01325,1
0.55,1,0.025,0.0255,0.0255,1
0.55,1,0.025,0.0255,0.03775,1
0.55,1,0.025,0.0255,0.05,1
0.55,1,0.025,0.03775,0.001,1
0.55,1,0.025,0.03775,0.01325,1
0.55,1,0.025,0.03775,0.0255,1
0.55,1,0.025,0.03775,0.03775,1
0.55,1,0.025,0.03775,0.05,1
0.55,1,0.025,0.05,0.001,1
0.55,1,0.025,0.05,0.01325,1
0.55,1,0.025,0.05,0.0255,1
0.55,1,0.025,0.05,0.03775,1
0.55,1,0.025,0.05,0.05,1
0.55,1,0.05,0.001,0.001,1
0.55,1,0.05,0.001,0.01325,1
0.55,1,0.05,0.001,0.0255,1
0.55,1,0.05,0.001,0.03775,1
0.55,1,0.05,0.001,0.05,1
0.55,1,0.05,0.01325,0.001,1
0.55,1,0.05,0.01325,0.01325,1
0.55,1,0.05,0.01325,0.0255,1
0.55,1,0.05,0.01325,0.03775,1
0.55,1,0.05,0.01325,0.05,1
0.55,1,0.05,0.0255,0.001,1
0.55,1,0.05,0.0255,0.01325,1
0.55,1,0.05,0.0255,0.0255,1
0.55,1,0.05,0.0255,0.03775,1
0.55,1,0.05,0.0255,0.05,1
0.55,1,0.05,0.03775,0.001,1
0.55,1,0.05,0.03775,0.01325,1
0.55,1,0.05,0.03775,0.0255,1
0.55,1,0.05,0.03775,0.03775,1
0.55,1,0.05,0.03775,0.05,1
0.55,1,0.05,0.05,0.001,1
0.55,1,0.05,0.05,0.01325,1
0.55,1,0.05,0.05,0.0255,1
0.55,1,0.05,0.05,0.03775,1
0.55,1,0.05,0.05,0.05,1
0.55,1,0.075,0.001,0.001,1
0.55,1,0.075,0.001,0.01325,1
0.55,1,0.075,0.001,0.0255,1
0.55,1,0.075,0.001,0.03775,1
0.55,1,0.075,0.001,0.05,1
0.55,1,0.075,0.01325,0.001,1
0.55,1,0.075,0.01325,0.01325,1
0.55,1,0.075,0.01325,0.0255,1
0.55,1,0.075,0.01325,0.03775,1
0.55,1,0.075,0.01325,0.05,1
0.55,1,0.075,0.0255,0.001,1
0.55,1,0.075,0.0255,0.01325,1
0.55,1,0.075,0.0255,0.0255,1
0.55,1,0.075,0.0255,0.03775,1
0.55,1,0.075,0.0255,0.05,1
0.55,1,0.075,0.03775,0.001,1
0.55,1,0.075,0.03775,0.01325,1
0.55,1,0.075,0.03775,0.0255,1
0.55,1,0.075,0.03775,0.03775,1
0.55,1,0.075,0.03775,0.05,1
0.55,1,0.075,0.05,0.001,1
0.55,1,0.075,0.05,0.01325,1
0.55,1,0.075,0.05,0.0255,1
0.55,1,0.075,0.05,0.03775,1
0.55,1,0.075,0.05,0.05,1
0.55,1,0.1,0.001,0.001,1
0.55,1,0.1,0.001,0.01325,1
0.55,1,0.1,0.001,0.0255,1
0.55,1,0.1,0.001,0.03775,1
0.55,1,0.1,0.001,0.05,1
0.55,1,0.1,0.01325,0.001,1
0.55,1,0.1,0.01325,0.01325,1
0.55,1,0.1,0.01325,0.0255,1
0.55,1,0.1,0.01325,0.03775,1
0.55,1,0.1,0.01325,0.05,1
0.55,1,0.1,0.0255,0.001,1
0.55,1,0.1,0.0255,0.01325,1
0.55,1,0.1,0.0255,0.0255,1
0.55,1,0.1,0.0255,0.03775,1
0.55,1,0.1,0.0255,0.05,1
0.55,1,0.1,0.03775,0.001,1
0.55,1,0.1,0.03775,0.01325,1
0.55,1,0.1,0.03775,0.0255,1
0.55,1,0.1,0.03775,0.03775,1
0.55,1,0.1,0.03775,0.05,1
0.55,1,0.1,0.05,0.001,1
0.55,1,0.1,0.05,0.01325,1
0.55,1,0.1,0.05,0.0255,1
0.55,1,0.1,0.05,0.03775,1
0.55,1,0.1,0.05,0.05,1
0.55,1.25,0,0.001,0.001,1
0.55,1.25,0,0.001,0.01325,1
0.55,1.25,0,0.001,0.0255,1
0.55,1.25,0,0.001,0.03775,1
0.55,1.25,0,0.001,0.05,1
0.55,1.25,0,0.01325,0.001,1
0.55,1.25,0,0.01325,0.01325,1
0.55,1.25,0,0.01325,0.0255,1
0.55,1.25,0,0.01325,0.03775,1
0.55,1.25,0,0.01325,0.05,1
0.55,1.25,0,0.0255,0.001,1
0.55,1.25,0,0.0255,0.01325,1
0.55,1.25,0,0.0255,0.0255,1
0.55,1.25,0,0.0255,0.03775,1
0.55,1.25,0,0.0255,0.05,1
0.55,1.25,0,0.03775,0.001,1
0.55,1.25,0,0.03775,0.01325,1
0.55,1.25,0,0.03775,0.0255,1
0.55,1.25,0,0.03775,0.03775,1
0.55,1.25,0,0.03775,0.05,1
0.55,1.25,0,0.05,0.001,1
0.55,1.25,0,0.05,0.01325,1
0.55,1.25,0,0.05,0.0255,1
0.55,1.25,0,0.05,0.03775,1
0.55,1.25,0,0.05,0.05,1
0.55,1.25,0.025,0.001,0.001,1
0.55,1.25,0.025,0.001,0.01325,1
0.55,1.25,0.025,0.001,0.0255,1
0.55,1.25,0.025,0.001,0.03775,1
0.55,1.25,0.025,0.001,0.05,1
0.55,1.25,0.025,0.01325,0.001,1
0.55,1.25,0.025,0.01325,0.01325,1
0.55,1.25,0.025,0.01325,0.0255,1
0.55,1.25,0.025,0.01325,0.03775,1
0.55,1.25,0.025,0.01325,0.05,1
0.55,1.25,0.025,0.0255,0.001,1
0.55,1.25,0.025,0.0255,0.01325,1
0.55,1.25,0.025,0.0255,0.0255,1
0.55,1.25,0.025,0.0255,0.03775,1
0.55,1.25,0.025,0.0255,0.05,1
0.55,1.25,0.025,0.03775,0.001,1
0.55,1.25,0.025,0.03775,0.01325,1
0.55,1.25,0.025,0.03775,0.0255,1
0.55,1.25,0.025,0.03775,0.03775,1
0.55,1.25,0.025,0.03775,0.05,1
0.55,1.25,0.025,0.05,0.001,1
0.55,1.25,0.025,0.05,0.01325,1
0.55,1.25,0.025,0.05,0.0255,1
0.55,1.25,0.025,0.05,0.03775,1
0.55,1.25,0.025,0.05,0.05,1
0.55,1.25,0.05,0.001,0.001,1
0.55,1.25,0.05,0.001,0.01325,1
0.55,1.25,0.05,0.001,0.0255,1
0.55,1.25,0.05,0.001,0.03775,1
0.55,1.25,0.05,0.001,0.05,1
0.55,1.25,0.05,0.01325,0.001,1
0.55,1.25,0.05,0.01325,0.01325,1
0.55,1.25,0.05,0.01325,0.0255,1
0.55,1.25,0.05,0.01325,0.03775,1
0.55,1.25,0.05,0.01325,0.05,1
0.55,1.25,0.05,0.0255,0.001,1
0.55,1.25,0.05,0.0255,0.01325,1
0.55,1.25,0.05,0.0255,0.0255,1
0.55,1.25,0.05,0.0255,0.03775,1
0.55,1.25,0.05,0.0255,0.05,1
0.55,1.25,0.05,0.03775,0.001,1
0.55,1.25,0.05,0.03775,0.01325,1
0.55,1.25,0.05,0.03775,0.0255,1
0.55,1.25,0.05,0.03775,0.03775,1
0.55,1.25,0.05,0.03775,0.05,1
0.55,1.25,0.05,0.05,0.001,1
0.55,1.25,0.05,0.05,0.01325,1
0.55,1.25,0.05,0.05,0.0255,1
0.55,1.25,0.05,0.05,0.03775,1
0.55,1.25,0.05,0.05,0.05,1
0.55,1.25,0.075,0.001,0.001,1
0.55,1.25,0.075,0.001,0.01325,1
0.55,1.25,0.075,0.001,0.0255,1
0.55,1.25,0.075,0.001,0.03775,1
0.55,1.25,0.075,0.001,0.05,1
0.55,1.25,0.075,0.01325,0.001,1
0.55,1.25,0.075,0.01325,0.01325,1
0.55,1.25,0.075,0.01325,0.0255,1
0.55,1.25,0.075,0.01325,0.03775,1
0.55,1.25,0.075,0.01325,0.05,1
0.55,1.25,0.075,0.0255,0.001,1
0.55,1.25,0.075,0.0255,0.01325,1
0.55,1.25,0.075,0.0255,0.0255,1
0.55,1.25,0.075,0.0255,0.03775,1
0.55,1.25,0.075,0.0255,0.05,1
0.55,1.25,0.075,0.03775,0.001,1
0.55,1.25,0.075,0.03775,0.01325,1
0.55,1.25,0.075,0.03775,0.0255,1
0.55,1.25,0.075,0.03775,0.03775,1
0.55,1.25,0.075,0.03775,0.05,1
0.55,1.25,0.075,0.05,0.001,1
0.55,1.25,0.075,0.05,0.01325,1
0.55,1.25,0.075,0.05,0.0255,1
0.55,1.25,0.075,0.05,0.03775,1
0.55,1.25,0.075,0.05,0.05,1
0.55,1.25,0.1,0.001,0.001,1
0.55,1.25,0.1,0.001,0.01325,1
0.55,1.25,0.1,0.001,0.0255,1
0.55,1.25,0.1,0.001,0.03775,1
0.55,1.25,0.1,0.001,0.05,1
0.55,1.25,0.1,0.01325,0.001,1
0.55,1.25,0.1,0.01325,0.01325,1
0.55,1.25,0.1,0.01325,0.0255,1
0.55,1.25,0.1,0.01325,0.03775,1
0.55,1.25,0.1,0.01325,0.05,1
0.55,1.25,0.1,0.0255,0.001,1
0.55,1.25,0.1,0.0255,0.01325,1
0.55,1.25,0.1,0.0255,0.0255,1
0.55,1.25,0.1,0.0255,0.03775,1
0.55,1.25,0.1,0.0255,0.05,1
0.55,1.25,0.1,0.03775,0.001,1
0.55,1.25,0.1,0.03775,0.01325,1
0.55,1.25,0.1,0.03775,0.0255,1
0.55,1.25,0.1,0.03775,0.03775,1
0.55,1.25,0.1,0.03775,0.05,1
0.55,1.25,0.1,0.05,0.001,1
0.55,1.25,0.1,0.05,0.01325,1
0.55,1.25,0.1,0.05,0.0255,1
0.55,1.25,0.1,0.05,0.03775,1
0.55,1.25,0.1,0.05,0.05,1
0.55,1.5,0,0.001,0.001,1
0.55,1.5,0,0.001,0.01325,1
0.55,1.5,0,0.001,0.0255,1
0.55,1.5,0,0.001,0.03775,1
0.55,1.5,0,0.001,0.05,1
0.55,1.5,0,0.01325,0.001,1
0.55,1.5,0,0.01325,0.01325,1
0.55,1.5,0,0.01325,0.0255,1
0.55,1.5,0,0.01325,0.03775,1
0.55,1.5,0,0.01325,0.05,1
0.55,1.5,0,0.0255,0.001,1
0.55,1.5,0,0.0255,0.01325,1
0.55,1.5,0,0.0255,0.0255,1
0.55,1.5,0,0.0255,0.03775,1
0.55,1.5,0,0.0255,0.05,1
0.55,1.5,0,0.03775,0.001,1
0.55,1.5,0,0.03775,0.01325,1
0.55,1.5,0,0.03775,0.0255,1
0.55,1.5,0,0.03775,0.03775,1
0.55,1.5,0,0.03775,0.05,1
0.55,1.5,0,0.05,0.001,1
0.55,1.5,0,0.05,0.01325,1
0.55,1.5,0,0.05,0.0255,1
0.55,1.5,0,0.05,0.03775,1
0.55,1.5,0,0.05,0.05,1
0.55,1.5,0.025,0.001,0.001,1
0.55,1.5,0.025,0.001,0.01325,1
0.55,1.5,0.025,0.001,0.0255,1
0.55,1.5,0.025,0.001,0.03775,1
0.55,1.5,0.025,0.001,0.05,1
0.55,1.5,0.025,0.01325,0.001,1
0.55,1.5,0.025,0.01325,0.01325,1
0.55,1.5,0.025,0.01325,0.0255,1
0.55,1.5,0.025,0.01325,0.03775,1
0.55,1.5,0.025,0.01325,0.05,1
0.55,1.5,0.025,0.0255,0.001,1
0.55,1.5,0.025,0.0255,0.01325,1
0.55,1.5,0.025,0.0255,0.0255,1
0.55,1.5,0.025,0.0255,0.03775,1
0.55,1.5,0.025,0.0255,0.05,1
0.55,1.5,0.025,0.03775,0.001,1
0.55,1.5,0.025,0.03775,0.01325,1
0.55,1.5,0.025,0.03775,0.0255,1
0.55,1.5,0.025,0.03775,0.03775,1
0.55,1.5,0.025,0.03775,0.05,1
0.55,1.5,0.025,0.05,0.001,1
0.55,1.5,0.025,0.05,0.01325,1
0.55,1.5,0.025,0.05,0.0255,1
0.55,1.5,0.025,0.05,0.03775,1
0.55,1.5,0.025,0.05,0.05,1
0.55,1.5,0.05,0.001,0.001,1
0.55,1.5,0.05,0.001,0.01325,1
0.55,1.5,0.05,0.001,0.0255,1
0.55,1.5,0.05,0.001,0.03775,1
0.55,1.5,0.05,0.001,0.05,1
0.55,1.5,0.05,0.01325,0.001,1
0.55,1.5,0.05,0.01325,0.01325,1
0.55,1.5,0.05,0.01325,0.0255,1
0.55,1.5,0.05,0.01325,0.03775,1
0.55,1.5,0.05,0.01325,0.05,1
0.55,1.5,0.05,0.0255,0.001,1
0.55,1.5,0.05,0.0255,0.01325,1
0.55,1.5,0.05,0.0255,0.0255,1
0.55,1.5,0.05,0.0255,0.03775,1
0.55,1.5,0.05,0.0255,0.05,1
0.55,1.5,0.05,0.03775,0.001,1
0.55,1.5,0.05,0.03775,0.01325,1
0.55,1.5,0.05,0.03775,0.0255,1
0.55,1.5,0.05,0.03775,0.03775,1
0.55,1.5,0.05,0.03775,0.05,1
0.55,1.5,0.05,0.05,0.001,1
0.55,1.5,0.05,0.05,0.01325,1
0.55,1.5,0.05,0.05,0.0255,1
0.55,1.5,0.05,0.05,0.03775,1
0.55,1.5,0.05,0.05,0.05,1
0.55,1.5,0.075,0.001,0.001,1
0.55,1.5,0.075,0.001,0.01325,1
0.55,1.5,0.075,0.001,0.0255,1
0.55,1.5,0.075,0.001,0.03775,1
0.55,1.5,0.075,0.001,0.05,1
0.55,1.5,0.075,0.01325,0.001,1
0.55,1.5,0.075,0.01325,0.01325,1
0.55,1.5,0.075,0.01325,0.0255,1
0.55,1.5,0.075,0.01325,0.03775,1
0.55,1.5,0.075,0.01325,0.05,1
0.55,1.5,0.075,0.0255,0.001,1
0.55,1.5,0.075,0.0255,0.01325,1
0.55,1.5,0.075,0.0255,0.0255,1
0.55,1.5,0.075,0.0255,0.03775,1
0.55,1.5,0.075,0.0255,0.05,1
0.55,1.5,0.075,0.03775,0.001,1
0.55,1.5,0.075,0.03775,0.01325,1
0.55,1.5,0.075,0.03775,0.0255,1
0.55,1.5,0.075,0.03775,0.03775,1
0.55,1.5,0.075,0.03775,0.05,1
0.55,1.5,0.075,0.05,0.001,1
0.55,1.5,0.075,0.05,0.01325,1
0.55,1.5,0.075,0.05,0.0255,1
0.55,1.5,0.075,0.05,0.03775,1
0.55,1.5,0.075,0.05,0.05,1
0.55,1.5,0.1,0.001,0.001,1
0.55,1.5,0.1,0.001,0.01325,1
0.55,1.5,0.1,0.001,0.0255,1
0.55,1.5,0.1,0.001,0.03775,1
0.55,1.5,0.1,0.001,0.05,1
0.55,1.5,0.1,0.01325,0.001,1
0.55,1.5,0.1,0.01325,0.01325,1
0.55,1.5,0.1,0.01325,0.0255,1
0.55,1.5,0.1,0.01325,0.03775,1
0.55,1.5,0.1,0.01325,0.05,1
0.55,1.5,0.1,0.0255,0.001,1
0.55,1.5,0.1,0.0255,0.01325,1
0.55,1.5,0.1,0.0255,0.0255,1
0.55,1.5,0.1,0.0255,0.03775,1
0.55,1.5,0.1,0.0255,0.05,1
0.55,1.5,0.1,0.03775,0.001,1
0.55,1.5,0.1,0.03775,0.01325,1
0.55,1.5,0.1,0.03775,0.0255,1
0.55,1.5,0.1,0.03775,0.03775,1
0.55,1.5,0.1,0.03775,0.05,1
0.55,1.5,0.1,0.05,0.001,1
0.55,1.5,0.1,0.05,0.01325,1
0.55,1.5,0.1,0.05,0.0255,1
0.55,1.5,0.1,0.05,0.03775,1
0.55,1.5,0.1,0.05,0.05,1
0.55,1.75,0,0.001,0.001,1
0.55,1.75,0,0.001,0.01325,1
0.55,1.75,0,0.001,0.0255,1
0.55,1.75,0,0.001,0.03775,1
0.55,1.75,0,0.001,0.05,1
0.55,1.75,0,0.01325,0.001,1
0.55,1.75,0,0.01325,0.01325,1
0.55,1.75,0,0.01325,0.0255,1
0.55,1.75,0,0.01325,0.03775,1
0.55,1.75,0,0.01325,0.05,1
0.55,1.75,0,0.0255,0.001,1
0.55,1.75,0,0.0255,0.01325,1
0.55,1.75,0,0.0255,0.0255,1
0.55,1.75,0,0.0255,0.03775,1
0.55,1.75,0,0.0255,0.05,1
0.55,1.75,0,0.03775,0.001,1
0.55,1.75,0,0.03775,0.01325,1
0.55,1.75,0,0.03775,0.0255,1
0.55,1.75,0,0.03775,0.03775,1
0.55,1.75,0,0.03775,0.05,1
0.55,1.75,0,0.05,0.001,1
0.55,1.75,0,0.05,0.01325,1
0.55,1.75,0,0.05,0.0255,1
0.55,1.75,0,0.05,0.03775,1
0.55,1.75,0,0.05,0.05,1
0.55,1.75,0.025,0.001,0.001,1
0.55,1.75,0.025,0.001,0.01325,1
0.55,1.75,0.025,0.001,0.0255,1
0.55,1.75,0.025,0.001,0.03775,1
0.55,1.75,0.025,0.001,0.05,1
0.55,1.75,0.025,0.01325,0.001,1
0.55,1.75,0.025,0.01325,0.01325,1
0.55,1.75,0.025,0.01325,0.0255,1
0.55,1.75,0.025,0.01325,0.03775,1
0.55,1.75,0.025,0.01325,0.05,1
0.55,1.75,0.025,0.0255,0.001,1
0.55,1.75,0.025,0.0255,0.01325,1
0.55,1.75,0.025,0.0255,0.0255,1
0.55,1.75,0.025,0.0255,0.03775,1
0.55,1.75,0.025,0.0255,0.05,1
0.55,1.75,0.025,0.03775,0.001,1
0.55,1.75,0.025,0.03775,0.01325,1
0.55,1.75,0.025,0.03775,0.0255,1
0.55,1.75,0.025,0.03775,0.03775,1
0.55,1.75,0.025,0.03775,0.05,1
0.55,1.75,0.025,0.05,0.001,1
0.55,1.75,0.025,0.05,0.01325,1
0.55,1.75,0.025,0.05,0.0255,1
0.55,1.75,0.025,0.05,0.03775,1
0.55,1.75,0.025,0.05,0.05,1
0.55,1.75,0.05,0.001,0.001,1
0.55,1.75,0.05,0.001,0.01325,1
0.55,1.75,0.05,0.001,0.0255,1
0.55,1.75,0.05,0.001,0.03775,1
0.55,1.75,0.05,0.001,0.05,1
0.55,1.75,0.05,0.01325,0.001,1
0.55,1.75,0.05,0.01325,0.01325,1
0.55,1.75,0.05,0.01325,0.0255,1
0.55,1.75,0.05,0.01325,0.03775,1
0.55,1.75,0.05,0.01325,0.05,1
0.55,1.75,0.05,0.0255,0.001,1
0.55,1.75,0.05,0.0255,0.01325,1
0.55,1.75,0.05,0.0255,0.0255,1
0.55,1.75,0.05,0.0255,0.03775,1
0.55,1.75,0.05,0.0255,0.05,1
0.55,1.75,0.05,0.03775,0.001,1
0.55,1.75,0.05,0.03775,0.01325,1
0.55,1.75,0.05,0.03775,0.0255,1
0.55,1.75,0.05,0.03775,0.03775,1
0.55,1.75,0.05,0.03775,0.05,1
0.55,1.75,0.05,0.05,0.001,1
0.55,1.75,0.05,0.05,0.01325,1
0.55,1.75,0.05,0.05,0.0255,1
0.55,1.75,0.05,0.05,0.03775,1
0.55,1.75,0.05,0.05,0.05,1
0.55,1.75,0.075,0.001,0.001,1
0.55,1.75,0.075,0.001,0.01325,1
0.55,1.75,0.075,0.001,0.0255,1
0.55,1.75,0.075,0.001,0.03775,1
0.55,1.75,0.075,0.001,0.05,1
0.55,1.75,0.075,0.01325,0.001,1
0.55,1.75,0.075,0.01325,0.01325,1
0.55,1.75,0.075,0.01325,0.0255,1
0.55,1.75,0.075,0.01325,0.03775,1
0.55,1.75,0.075,0.01325,0.05,1
0.55,1.75,0.075,0.0255,0.001,1
0.55,1.75,0.075,0.0255,0.01325,1
0.55,1.75,0.075,0.0255,0.0255,1
0.55,1.75,0.075,0.0255,0.03775,1
0.55,1.75,0.075,0.0255,0.05,1
0.55,1.75,0.075,0.03775,0.001,1
0.55,1.75,0.075,0.03775,0.01325,1
0.55,1.75,0.075,0.03775,0.0255,1
0.55,1.75,0.075,0.03775,0.03775,1
0.55,1.75,0.075,0.03775,0.05,1
0.55,1.75,0.075,0.05,0.001,1
0.55,1.75,0.075,0.05,0.01325,1
0.55,1.75,0.075,0.05,0.0255,1
0.55,1.75,0.075,0.05,0.03775,1
0.55,1.75,0.075,0.05,0.05,1
0.55,1.75,0.1,0.001,0.001,1
0.55,1.75,0.1,0.001,0.01325,1
0.55,1.75,0.1,0.001,0.0255,1
0.55,1.75,0.1,0.001,0.03775,1
0.55,1.75,0.1,0.001,0.05,1
0.55,1.75,0.1,0.01325,0.001,1
0.55,1.75,0.1,0.01325,0.01325,1
0.55,1.75,0.1,0.01325,0.0255,1
0.55,1.75,0.1,0.01325,0.03775,1
0.55,1.75,0.1,0.01325,0.05,1
0.55,1.75,0.1,0.0255,0.001,1
0.55,1.75,0.1,0.0255,0.01325,1
0.55,1.75,0.1,0.0255,0.0255,1
0.55,1.75,0.1,0.0255,0.03775,1
0.55,1.75,0.1,0.0255,0.05,1
0.55,1.75,0.1,0.03775,0.001,1
0.55,1.75,0.1,0.03775,0.01325,1
0.55,1.75,0.1,0.03775,0.0255,1
0.55,1.75,0.1,0.03775,0.03775,1
0.55,1.75,0.1,0.03775,0.05,1
0.55,1.75,0.1,0.05,0.001,1
0.55,1.75,0.1,0.05,0.01325,1
0.55,1.75,0.1,0.05,0.0255,1
0.55,1.75,0.1,0.05,0.03775,1
0.55,1.75,0.1,0.05,0.05,1
0.55,2,0,0.001,0.001,1
0.55,2,0,0.001,0.01325,1
0.55,2,0,0.001,0.0255,1
0.55,2,0,0.001,0.03775,1
0.55,2,0,0.001,0.05,1
0.55,2,0,0.01325,0.001,1
0.55,2,0,0.01325,0.01325,1
0.55,2,0,0.01325,0.0255,1
0.55,2,0,0.01325,0.03775,1
0.55,2,0,0.01325,0.05,1
0.55,2,0,0.0255,0.001,1
0.55,2,0,0.0255,0.01325,1
0.55,2,0,0.0255,0.0255,1
0.55,2,0,0.0255,0.03775,1
0.55,2,0,0.0255,0.05,1
0.55,2,0,0.03775,0.001,1
0.55,2,0,0.03775,0.01325,1
0.55,2,0,0.03775,0.0255,1
0.55,2,0,0.03775,0.03775,1
0.55,2,0,0.03775,0.05,1
0.55,2,0,0.05,0.001,1
0.55,2,0,0.05,0.01325,1
0.55,2,0,0.05,0.0255,1
0.55,2,0,0.05,0.03775,1
0.55,2,0,0.05,0.05,1
0.55,2,0.025,0.001,0.001,1
0.55,2,0.025,0.001,0.01325,1
0.55,2,0.025,0.001,0.0255,1
0.55,2,0.025,0.001,0.03775,1
0.55,2,0.025,0.001,0.05,1
0.55,2,0.025,0.01325,0.001,1
0.55,2,0.025,0.01325,0.01325,1
0.55,2,0.025,0.01325,0.0255,1
0.55,2,0.025,0.01325,0.03775,1
0.55,2,0.025,0.01325,0.05,1
0.55,2,0.025,0.0255,0.001,1
0.55,2,0.025,0.0255,0.01325,1
0.55,2,0.025,0.0255,0.0255,1
0.55,2,0.025,0.0255,0.03775,1
0.55,2,0.025,0.0255,0.05,1
0.55,2,0.025,0.03775,0.001,1
0.55,2,0.025,0.03775,0.01325,1
0.55,2,0.025,0.03775,0.0255,1
0.55,2,0.025,0.03775,0.03775,1
0.55,2,0.025,0.03775,0.05,1
0.55,2,0.025,0.05,0.001,1
0.55,2,0.025,0.05,0.01325,1
0.55,2,0.025,0.05,0.0255,1
0.55,2,0.025,0.05,0.03775,1
0.55,2,0.025,0.05,0.05,1
0.55,2,0.05,0.001,0.001,1
0.55,2,0.05,0.001,0.01325,1
0.55,2,0.05,0.001,0.0255,1
0.55,2,0.05,0.001,0.03775,1
0.55,2,0.05,0.001,0.05,1
0.55,2,0.05,0.01325,0.001,1
0.55,2,0.05,0.01325,0.01325,1
0.55,2,0.05,0.01325,0.0255,1
0.55,2,0.05,0.01325,0.03775,1
0.55,2,0.05,0.01325,0.05,1
0.55,2,0.05,0.0255,0.001,1
0.55,2,0.05,0.0255,0.01325,1
0.55,2,0.05,0.0255,0.0255,1
0.55,2,0.05,0.0255,0.03775,1
0.55,2,0.05,0.0255,0.05,1
0.55,2,0.05,0.03775,0.001,1
0.55,2,0.05,0.03775,0.01325,1
0.55,2,0.05,0.03775,0.0255,1
0.55,2,0.05,0.03775,0.03775,1
0.55,2,0.05,0.03775,0.05,1
0.55,2,0.05,0.05,0.001,1
0.55,2,0.05,0.05,0.01325,1
0.55,2,0.05,0.05,0.0255,1
0.55,2,0.05,0.05,0.03775,1
0.55,2,0.05,0.05,0.05,1
0.55,2,0.075,0.001,0.001,1
0.55,2,0.075,0.001,0.01325,1
0.55,2,0.075,0.001,0.0255,1
0.55,2,0.075,0.001,0.03775,1
0.55,2,0.075,0.001,0.05,1
0.55,2,0.075,0.01325,0.001,1
0.55,2,0.075,0.01325,0.01325,1
0.55,2,0.075,0.01325,0.0255,1
0.55,2,0.075,0.01325,0.03775,1
0.55,2,0.075,0.01325,0.05,1
0.55,2,0.075,0.0255,0.001,1
0.55,2,0.075,0.0255,0.01325,1
0.55,2,0.075,0.0255,0.0255,1
0.55,2,0.075,0.0255,0.03775,1
0.55,2,0.075,0.0255,0.05,1
0.55,2,0.075,0.03775,0.001,1
0.55,2,0.075,0.03775,0.01325,1
0.55,2,0.075,0.03775,0.0255,1
0.55,2,0.075,0.03775,0.03775,1
0.55,2,0.075,0.03775,0.05,1
0.55,2,0.075,0.05,0.001,1
0.55,2,0.075,0.05,0.01325,1
0.55,2,0.075,0.05,0.0255,1
0.55,2,0.075,0.05,0.03775,1
0.55,2,0.075,0.05,0.05,1
0.55,2,0.1,0.001,0.001,1
0.55,2,0.1,0.001,0.01325,1
0.55,2,0.1,0.001,0.0255,1
0.55,2,0.1,0.001,0.03775,1
0.55,2,0.1,0.001,0.05,1
0.55,2,0.1,0.01325,0.001,1
0.55,2,0.1,0.01325,0.01325,1
0.55,2,0.1,0.01325,0.0255,1
0.55,2,0.1,0.01325,0.03775,1
0.55,2,0.1,0.01325,0.05,1
0.55,2,0.1,0.0255,0.001,1
0.55,2,0.1,0.0255,0.01325,1
0.55,2,0.1,0.0255,0.0255,1
0.55,2,0.1,0.0255,0.03775,1
0.55,2,0.1,0.0255,0.05,1
0.55,2,0.1,0.03775,0.001,1
0.55,2,0.1,0.03775,0.01325,1
0.55,2,0.1,0.03775,0.0255,1
0.55,2,0.1,0.03775,0.03775,1
0.55,2,0.1,0.03775,0.05,1
0.55,2,0.1,0.05,0.001,1
0.55,2,0.1,0.05,0.01325,1
0.55,2,0.1,0.05,0.0255,1
0.55,2,0.1,0.05,0.03775,1
0.55,2,0.1,0.05,0.05,1
0.725,1,0,0.001,0.001,1
0.725,1,0,0.001,0.01325,1
0.725,1,0,0.001,0.0255,1
0.725,1,0,0.001,0.03775,1
0.725,1,0,0.001,0.05,1
0.725,1,0,0.01325,0.001,1
0.725,1,0,0.01325,0.01325,1
0.725,1,0,0.01325,0.0255,1
0.725,1,0,0.01325,0.03775,1
0.725,1,0,0.01325,0.05,1
0.725,1,0,0.0255,0.001,1
0.725,1,0,0.0255,0.01325,1
0.725,1,0,0.0255,0.0255,1
0.725,1,0,0.0255,0.03775,1
0.725,1,0,0.0255,0.05,1
0.725,1,0,0.03775,0.001,1
0.725,1,0,0.03775,0.01325,1
0.725,1,0,0.03775,0.0255,1
0.725,1,0,0.03775,0.03775,1
0.725,1,0,0.03775,0.05,1
0.725,1,0,0.05,0.001,1
0.725,1,0,0.05,0.01325,1
0.725,1,0,0.05,0.0255,1
0.725,1,0,0.05,0.03775,1
0.725,1,0,0.05,0.05,1
0.725,1,0.025,0.001,0.001,1
0.725,1,0.025,0.001,0.01325,1
0.725,1,0.025,0.001,0.0255,1
0.725,1,0.025,0.001,0.03775,1
0.725,1,0.025,0.001,0.05,1
0.725,1,0.025,0.01325,0.001,1
0.725,1,0.025,0.01325,0.01325,1
0.725,1,0.025,0.01325,0.0255,1
0.725,1,0.025,0.01325,0.03775,1
0.725,1,0.025,0.01325,0.05,1
0.725,1,0.025,0.0255,0.001,1
0.725,1,0.025,0.0255,0.01325,1
0.725,1,0.025,0.0255,0.0255,1
0.725,1,0.025,0.0255,0.03775,1
0.725,1,0.025,0.0255,0.05,1
0.725,1,0.025,0.03775,0.001,1
0.725,1,0.025,0.03775,0.01325,1
0.725,1,0.025,0.03775,0.0255,1
